Plate information 
Plate,Repeat,Barcode,Measured height,Inside temperature at start,Inside temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Measurement date,
1,1,="",14.71,23.73,23.73,34.1,34,23.25,23.34,10/9/2023 2:47:31 PM,
2,1,="",14.71,23.73,23.73,34.3,34,23.34,23.44,10/9/2023 2:48:39 PM,
3,1,="",14.71,23.73,23.73,33.7,33.8,23.54,23.54,10/9/2023 2:49:50 PM,
4,1,="",14.71,23.73,23.83,33.5,34.1,23.64,23.54,10/9/2023 2:50:59 PM,
5,1,="",14.71,23.83,23.83,33.8,33.7,23.44,23.54,10/9/2023 2:52:06 PM,
6,1,="",14.76,23.83,23.83,33.8,34,23.44,23.34,10/9/2023 2:53:15 PM,


Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,
1,new alamar blue,0,1350,1,00:00:00.000,De=1st Ex=Top Em=Top Wdw=N/A (14),
2,new alamar blue,0,1330,1,00:00:00.000,De=1st Ex=Top Em=Top Wdw=N/A (14),
3,new alamar blue,0,1340,1,00:00:00.000,De=1st Ex=Top Em=Top Wdw=N/A (14),
4,new alamar blue,0,1237,1,00:00:00.000,De=1st Ex=Top Em=Top Wdw=N/A (14),
5,new alamar blue,0,1280,1,00:00:00.000,De=1st Ex=Top Em=Top Wdw=N/A (14),
6,new alamar blue,0,1375,1,00:00:00.000,De=1st Ex=Top Em=Top Wdw=N/A (14),

,,PltRpt=1 Group=1 new alamar blue(1) De=1st Ex=Top Em=Top Wdw=N/A (14),,
4,O08,360075,00:00:33.184,
4,O09,289683,00:00:33.278,
4,O10,295451,00:00:33.372,
4,O11,312041,00:00:33.466,
4,O12,312772,00:00:33.560,
4,O13,389341,00:00:33.654,
4,O14,375003,00:00:33.749,
4,O15,392840,00:00:33.842,
4,O16,391427,00:00:33.936,
4,O17,433726,00:00:34.029,
4,O18,435920,00:00:34.123,
4,O19,272737,00:00:34.218,
4,O20,283566,00:00:34.312,
4,O21,420749,00:00:34.405,
4,O22,447036,00:00:34.500,
4,O23,376163,00:00:34.594,
4,O24,402882,00:00:34.687,
4,P01,172642,00:00:37.009,
4,P02,206733,00:00:36.915,
4,P03,456730,00:00:36.821,
4,P04,478628,00:00:36.727,
4,P05,412049,00:00:36.633,
4,P06,444879,00:00:36.538,
4,P07,376211,00:00:36.444,
4,P08,458476,00:00:36.351,
4,P09,336493,00:00:36.257,
4,P10,442836,00:00:36.162,
4,P11,340086,00:00:36.069,
4,P12,472741,00:00:35.974,
4,P13,398462,00:00:35.880,
4,P14,445235,00:00:35.785,
4,P15,437412,00:00:35.692,
4,P16,431169,00:00:35.598,
4,P17,478165,00:00:35.504,
4,P18,417870,00:00:35.409,
4,P19,284557,00:00:35.314,
4,P20,401679,00:00:35.221,
4,P21,408902,00:00:35.127,
4,P22,408123,00:00:35.033,
4,P23,361512,00:00:34.939,
4,P24,404938,00:00:34.845,

,,PltRpt=1 Group=1 new alamar blue(1) De=1st Ex=Top Em=Top Wdw=N/A (14),,
Plate,Well,Signal,MeasTime,
5,A01,482711,00:00:00.000,
5,A02,524636,00:00:00.093,
5,A03,553829,00:00:00.186,
5,A04,497435,00:00:00.280,
5,A05,509890,00:00:00.374,
5,A06,469316,00:00:00.467,
5,A07,500709,00:00:00.561,
5,A08,479285,00:00:00.654,
5,A09,510265,00:00:00.747,
5,A10,484298,00:00:00.842,
5,A11,483587,00:00:00.935,
5,A12,470679,00:00:01.029,
5,A13,478137,00:00:01.123,
5,A14,448025,00:00:01.217,
5,A15,451575,00:00:01.311,
5,A16,459753,00:00:01.405,
5,A17,480744,00:00:01.499,
5,A18,445834,00:00:01.593,
5,A19,458337,00:00:01.687,
5,A20,448846,00:00:01.780,
5,A21,482921,00:00:01.873,
5,A22,476985,00:00:01.967,
5,A23,456595,00:00:02.060,
5,A24,441053,00:00:02.154,
5,B01,462979,00:00:04.464,
5,B02,478769,00:00:04.371,
5,B03,438199,00:00:04.278,
5,B04,457752,00:00:04.185,
5,B05,441000,00:00:04.091,
5,B06,433046,00:00:03.997,
5,B07,433160,00:00:03.903,
5,B08,418091,00:00:03.810,
5,B09,429049,00:00:03.717,
5,B10,408948,00:00:03.624,
5,B11,411558,00:00:03.530,
5,B12,441893,00:00:03.435,
5,B13,396177,00:00:03.341,
5,B14,459124,00:00:03.247,
5,B15,398781,00:00:03.154,
5,B16,444019,00:00:03.060,
5,B17,417836,00:00:02.966,
5,B18,422415,00:00:02.872,
5,B19,400262,00:00:02.779,
5,B20,402900,00:00:02.686,
5,B21,407717,00:00:02.593,
5,B22,493645,00:00:02.499,
5,B23,465198,00:00:02.405,
5,B24,443003,00:00:02.311,
5,C01,517591,00:00:04.625,
5,C02,507659,00:00:04.719,
5,C03,487384,00:00:04.813,
5,C04,457985,00:00:04.907,
5,C05,448309,00:00:05.000,
5,C06,416026,00:00:05.094,
5,C07,427023,00:00:05.188,
5,C08,423048,00:00:05.282,
5,C09,442635,00:00:05.376,
5,C10,436784,00:00:05.470,
5,C11,375776,00:00:05.564,
5,C12,398322,00:00:05.658,
5,C13,433712,00:00:05.752,
5,C14,414032,00:00:05.845,
5,C15,382975,00:00:05.939,
5,C16,411767,00:00:06.033,
5,C17,413571,00:00:06.127,
5,C18,398866,00:00:06.221,
5,C19,412571,00:00:06.314,
5,C20,402301,00:00:06.408,
5,C21,419410,00:00:06.502,
5,C22,432527,00:00:06.595,
5,C23,475651,00:00:06.690,
5,C24,452722,00:00:06.784,
5,D01,455920,00:00:09.099,
5,D02,414026,00:00:09.006,
5,D03,405756,00:00:08.912,
5,D04,443877,00:00:08.818,
5,D05,403121,00:00:08.724,
5,D06,398295,00:00:08.630,
5,D07,391265,00:00:08.536,
5,D08,397663,00:00:08.442,
5,D09,463791,00:00:08.348,
5,D10,412200,00:00:08.254,
5,D11,415891,00:00:08.160,
5,D12,392014,00:00:08.067,
5,D13,422906,00:00:07.974,
5,D14,408724,00:00:07.880,
5,D15,408527,00:00:07.785,
5,D16,390090,00:00:07.692,
5,D17,417068,00:00:07.598,
5,D18,390007,00:00:07.503,
5,D19,380892,00:00:07.409,
5,D20,374282,00:00:07.316,
5,D21,370827,00:00:07.223,
5,D22,397499,00:00:07.129,
5,D23,383114,00:00:07.034,
5,D24,424846,00:00:06.941,
5,E01,522444,00:00:09.259,
5,E02,499699,00:00:09.352,
5,E03,449914,00:00:09.446,
5,E04,475500,00:00:09.540,
5,E05,457371,00:00:09.634,
5,E06,454235,00:00:09.727,
5,E07,422395,00:00:09.820,
5,E08,449405,00:00:09.914,
5,E09,469360,00:00:10.007,
5,E10,450702,00:00:10.101,
5,E11,400906,00:00:10.195,
5,E12,476315,00:00:10.289,
5,E13,421309,00:00:10.384,
5,E14,475445,00:00:10.477,
5,E15,426782,00:00:10.570,
5,E16,451826,00:00:10.663,
5,E17,425046,00:00:10.758,
5,E18,426071,00:00:10.851,
5,E19,424667,00:00:10.945,
5,E20,402991,00:00:11.038,
5,E21,416110,00:00:11.132,
5,E22,409591,00:00:11.226,
5,E23,434499,00:00:11.319,
5,E24,479143,00:00:11.413,
5,F01,454328,00:00:13.726,
5,F02,428748,00:00:13.633,
5,F03,418059,00:00:13.540,
5,F04,462398,00:00:13.446,
5,F05,397603,00:00:13.351,
5,F06,407064,00:00:13.258,
5,F07,449070,00:00:13.165,
5,F08,423952,00:00:13.071,
5,F09,409940,00:00:12.977,
5,F10,423284,00:00:12.884,
5,F11,422987,00:00:12.790,
5,F12,416735,00:00:12.696,
5,F13,425006,00:00:12.602,
5,F14,390959,00:00:12.508,
5,F15,414379,00:00:12.415,
5,F16,421478,00:00:12.321,
5,F17,404937,00:00:12.227,
5,F18,398274,00:00:12.133,
5,F19,388731,00:00:12.039,
5,F20,371816,00:00:11.945,
5,F21,400980,00:00:11.852,
5,F22,385372,00:00:11.758,
5,F23,415654,00:00:11.664,
5,F24,435838,00:00:11.571,
5,G01,510249,00:00:13.886,
5,G02,485347,00:00:13.980,
5,G03,461843,00:00:14.074,
5,G04,438953,00:00:14.168,
5,G05,428817,00:00:14.262,
5,G06,438996,00:00:14.356,
5,G07,430232,00:00:14.450,
5,G08,445539,00:00:14.544,
5,G09,437276,00:00:14.637,
5,G10,392364,00:00:14.731,
5,G11,431076,00:00:14.824,
5,G12,374685,00:00:14.918,
5,G13,430905,00:00:15.012,
5,G14,426455,00:00:15.106,
5,G15,387498,00:00:15.199,
5,G16,375570,00:00:15.294,
5,G17,410941,00:00:15.387,
5,G18,432969,00:00:15.481,
5,G19,405152,00:00:15.575,
5,G20,418968,00:00:15.669,
5,G21,406838,00:00:15.764,
5,G22,426248,00:00:15.858,
5,G23,439250,00:00:15.952,
5,G24,433182,00:00:16.046,
5,H01,449260,00:00:18.362,
5,H02,361209,00:00:18.268,
5,H03,440360,00:00:18.174,
5,H04,442922,00:00:18.080,
5,H05,437697,00:00:17.987,
5,H06,393133,00:00:17.893,
5,H07,426112,00:00:17.799,
5,H08,429527,00:00:17.705,
5,H09,409884,00:00:17.611,
5,H10,396544,00:00:17.518,
5,H11,407492,00:00:17.424,
5,H12,410352,00:00:17.329,
5,H13,384952,00:00:17.235,
5,H14,411914,00:00:17.142,
5,H15,374742,00:00:17.048,
5,H16,388422,00:00:16.955,
5,H17,413192,00:00:16.861,
5,H18,380611,00:00:16.766,
5,H19,356076,00:00:16.673,
5,H20,354837,00:00:16.578,
5,H21,384247,00:00:16.484,
5,H22,362523,00:00:16.391,
5,H23,390285,00:00:16.298,
5,H24,448995,00:00:16.203,
5,I01,506256,00:00:18.519,
5,I02,481694,00:00:18.612,
5,I03,499200,00:00:18.706,
5,I04,458960,00:00:18.800,
5,I05,441111,00:00:18.894,
5,I06,442060,00:00:18.987,
5,I07,399612,00:00:19.081,
5,I08,418544,00:00:19.176,
5,I09,442394,00:00:19.270,
5,I10,377648,00:00:19.363,
5,I11,397519,00:00:19.457,
5,I12,407474,00:00:19.551,
5,I13,401943,00:00:19.645,
5,I14,388485,00:00:19.739,
5,I15,405465,00:00:19.833,
5,I16,415099,00:00:19.927,
5,I17,420019,00:00:20.020,
5,I18,416324,00:00:20.114,
5,I19,393584,00:00:20.208,
5,I20,398807,00:00:20.301,
5,I21,393250,00:00:20.395,
5,I22,384825,00:00:20.489,
5,I23,397299,00:00:20.583,
5,I24,449137,00:00:20.677,
5,J01,475418,00:00:22.988,
5,J02,420618,00:00:22.895,
5,J03,466847,00:00:22.801,
5,J04,432395,00:00:22.708,
5,J05,404238,00:00:22.615,
5,J06,412791,00:00:22.521,
5,J07,425435,00:00:22.427,
5,J08,401877,00:00:22.333,
5,J09,426173,00:00:22.240,
5,J10,408514,00:00:22.147,
5,J11,385286,00:00:22.054,
5,J12,388387,00:00:21.960,
5,J13,396692,00:00:21.866,
5,J14,393516,00:00:21.772,
5,J15,369016,00:00:21.678,
5,J16,369547,00:00:21.583,
5,J17,415966,00:00:21.490,
5,J18,382416,00:00:21.397,
5,J19,416814,00:00:21.304,
5,J20,368663,00:00:21.210,
5,J21,396449,00:00:21.116,
5,J22,353500,00:00:21.022,
5,J23,397849,00:00:20.928,
5,J24,451009,00:00:20.835,
5,K01,458225,00:00:23.145,
5,K02,466404,00:00:23.239,
5,K03,470323,00:00:23.332,
5,K04,461693,00:00:23.426,
5,K05,461057,00:00:23.519,
5,K06,443998,00:00:23.613,
5,K07,418195,00:00:23.707,
5,K08,415394,00:00:23.801,
5,K09,439229,00:00:23.895,
5,K10,405401,00:00:23.989,
5,K11,411575,00:00:24.083,
5,K12,423377,00:00:24.176,
5,K13,411513,00:00:24.270,
5,K14,456933,00:00:24.363,
5,K15,416908,00:00:24.456,
5,K16,426783,00:00:24.550,
5,K17,416152,00:00:24.644,
5,K18,418345,00:00:24.738,
5,K19,422289,00:00:24.832,
5,K20,436224,00:00:24.925,
5,K21,453376,00:00:25.019,
5,K22,403374,00:00:25.113,
5,K23,413048,00:00:25.207,
5,K24,465103,00:00:25.301,
5,L01,473216,00:00:27.618,
5,L02,453338,00:00:27.524,
5,L03,416017,00:00:27.431,
5,L04,451070,00:00:27.337,
5,L05,417188,00:00:27.242,
5,L06,419502,00:00:27.149,
5,L07,420694,00:00:27.055,
5,L08,442514,00:00:26.961,
5,L09,419607,00:00:26.867,
5,L10,382261,00:00:26.773,
5,L11,409746,00:00:26.679,
5,L12,398459,00:00:26.586,
5,L13,388454,00:00:26.492,
5,L14,384779,00:00:26.399,
5,L15,394252,00:00:26.305,
5,L16,396266,00:00:26.211,
5,L17,414747,00:00:26.118,
5,L18,374001,00:00:26.024,
5,L19,401562,00:00:25.931,
5,L20,409872,00:00:25.837,
5,L21,382981,00:00:25.742,
5,L22,366224,00:00:25.648,
5,L23,432791,00:00:25.554,
5,L24,429437,00:00:25.460,
5,M01,538781,00:00:27.775,
5,M02,467784,00:00:27.868,
5,M03,462776,00:00:27.963,
5,M04,458615,00:00:28.056,
5,M05,444489,00:00:28.150,
5,M06,441517,00:00:28.245,
5,M07,426106,00:00:28.339,
5,M08,435441,00:00:28.432,
5,M09,443970,00:00:28.525,
5,M10,420530,00:00:28.619,
5,M11,421937,00:00:28.713,
5,M12,443584,00:00:28.807,
5,M13,419092,00:00:28.900,
5,M14,418278,00:00:28.995,
5,M15,414739,00:00:29.088,
5,M16,460830,00:00:29.182,
5,M17,459296,00:00:29.276,
5,M18,421734,00:00:29.369,
5,M19,406212,00:00:29.464,
5,M20,418504,00:00:29.557,
5,M21,427207,00:00:29.650,
5,M22,408170,00:00:29.744,
5,M23,425397,00:00:29.837,
5,M24,461019,00:00:29.931,
5,N01,459620,00:00:32.246,
5,N02,485321,00:00:32.153,
5,N03,462451,00:00:32.060,
5,N04,453710,00:00:31.966,
5,N05,431227,00:00:31.872,
5,N06,408794,00:00:31.779,
5,N07,477505,00:00:31.685,
5,N08,459211,00:00:31.591,
5,N09,452743,00:00:31.498,
5,N10,424926,00:00:31.404,
5,N11,421344,00:00:31.310,
5,N12,410780,00:00:31.216,
5,N13,441256,00:00:31.122,
5,N14,395855,00:00:31.029,
5,N15,379707,00:00:30.935,
5,N16,395177,00:00:30.840,
5,N17,398791,00:00:30.747,
5,N18,408192,00:00:30.653,
5,N19,391126,00:00:30.559,
5,N20,439994,00:00:30.465,
5,N21,364524,00:00:30.371,
5,N22,435736,00:00:30.277,
5,N23,431194,00:00:30.183,
5,N24,448816,00:00:30.089,
5,O01,513245,00:00:32.406,
5,O02,496880,00:00:32.499,
5,O03,485665,00:00:32.593,
5,O04,475129,00:00:32.687,
5,O05,460394,00:00:32.781,
5,O06,471566,00:00:32.875,
5,O07,439054,00:00:32.969,
5,O08,456451,00:00:33.062,
5,O09,428421,00:00:33.156,
5,O10,452437,00:00:33.250,
5,O11,448158,00:00:33.344,
5,O12,434593,00:00:33.437,
5,O13,502215,00:00:33.531,
5,O14,390358,00:00:33.625,
5,O15,407970,00:00:33.719,
5,O16,403430,00:00:33.812,
5,O17,407827,00:00:33.905,
5,O18,409724,00:00:33.999,
5,O19,410627,00:00:34.093,
5,O20,426206,00:00:34.187,
5,O21,478139,00:00:34.280,
5,O22,489609,00:00:34.374,
5,O23,448535,00:00:34.468,
5,O24,455298,00:00:34.561,
5,P01,458761,00:00:36.875,
5,P02,478543,00:00:36.781,
5,P03,481770,00:00:36.687,
5,P04,426623,00:00:36.594,
5,P05,471429,00:00:36.500,
5,P06,452176,00:00:36.406,
5,P07,478813,00:00:36.312,
5,P08,499982,00:00:36.219,
5,P09,454356,00:00:36.125,
5,P10,444748,00:00:36.031,
5,P11,456827,00:00:35.938,
5,P12,486746,00:00:35.844,
5,P13,412698,00:00:35.750,
5,P14,438651,00:00:35.655,
5,P15,456031,00:00:35.562,
5,P16,463041,00:00:35.469,
5,P17,460956,00:00:35.375,
5,P18,463299,00:00:35.280,
5,P19,431804,00:00:35.186,
5,P20,440807,00:00:35.093,
5,P21,428972,00:00:35.000,
5,P22,457809,00:00:34.906,
5,P23,429041,00:00:34.812,
5,P24,433999,00:00:34.718,

,,PltRpt=1 Group=1 new alamar blue(1) De=1st Ex=Top Em=Top Wdw=N/A (14),,
Plate,Well,Signal,MeasTime,
6,A01,444132,00:00:00.000,
6,A02,452678,00:00:00.094,
6,A03,401402,00:00:00.188,
6,A04,445389,00:00:00.281,
6,A05,464958,00:00:00.375,
6,A06,438169,00:00:00.469,
6,A07,432545,00:00:00.563,
6,A08,461104,00:00:00.656,
6,A09,436973,00:00:00.750,
6,A10,433593,00:00:00.844,
6,A11,434896,00:00:00.938,
6,A12,442756,00:00:01.033,
6,A13,473612,00:00:01.126,
6,A14,427445,00:00:01.220,
6,A15,429944,00:00:01.315,
6,A16,426972,00:00:01.409,
6,A17,460678,00:00:01.504,
6,A18,447512,00:00:01.598,
6,A19,440784,00:00:01.692,
6,A20,470464,00:00:01.785,
6,A21,452892,00:00:01.878,
6,A22,427069,00:00:01.973,
6,A23,447066,00:00:02.066,
6,A24,432515,00:00:02.160,
6,B01,365594,00:00:04.476,
6,B02,350715,00:00:04.383,
6,B03,331843,00:00:04.290,
6,B04,382992,00:00:04.196,
6,B05,381459,00:00:04.102,
6,B06,393732,00:00:04.008,
6,B07,445985,00:00:03.914,
6,B08,410374,00:00:03.821,
6,B09,464281,00:00:03.727,
6,B10,434376,00:00:03.634,
6,B11,463654,00:00:03.539,
6,B12,452441,00:00:03.444,
6,B13,402133,00:00:03.351,
6,B14,437411,00:00:03.257,
6,B15,479003,00:00:03.163,
6,B16,452818,00:00:03.068,
6,B17,398877,00:00:02.974,
6,B18,448166,00:00:02.880,
6,B19,450593,00:00:02.787,
6,B20,403620,00:00:02.694,
6,B21,449541,00:00:02.600,
6,B22,445466,00:00:02.505,
6,B23,448914,00:00:02.411,
6,B24,433909,00:00:02.318,
6,C01,472637,00:00:04.637,
6,C02,448196,00:00:04.731,
6,C03,439295,00:00:04.826,
6,C04,480960,00:00:04.919,
6,C05,462313,00:00:05.013,
6,C06,447534,00:00:05.108,
6,C07,457671,00:00:05.202,
6,C08,447758,00:00:05.296,
6,C09,447516,00:00:05.391,
6,C10,413341,00:00:05.485,
6,C11,431509,00:00:05.579,
6,C12,414355,00:00:05.673,
6,C13,460707,00:00:05.767,
6,C14,469109,00:00:05.861,
6,C15,383653,00:00:05.955,
6,C16,414034,00:00:06.050,
6,C17,467670,00:00:06.144,
6,C18,464926,00:00:06.238,
6,C19,432436,00:00:06.332,
6,C20,489671,00:00:06.425,
6,C21,408200,00:00:06.520,
6,C22,461040,00:00:06.613,
6,C23,402296,00:00:06.708,
6,C24,444589,00:00:06.802,
6,D01,423514,00:00:09.125,
6,D02,395625,00:00:09.031,
6,D03,386439,00:00:08.937,
6,D04,333533,00:00:08.843,
6,D05,342872,00:00:08.749,
6,D06,381847,00:00:08.654,
6,D07,414725,00:00:08.560,
6,D08,403466,00:00:08.466,
6,D09,362435,00:00:08.371,
6,D10,407208,00:00:08.277,
6,D11,380435,00:00:08.183,
6,D12,365985,00:00:08.089,
6,D13,363401,00:00:07.995,
6,D14,376961,00:00:07.901,
6,D15,390320,00:00:07.807,
6,D16,461015,00:00:07.712,
6,D17,438455,00:00:07.618,
6,D18,411257,00:00:07.523,
6,D19,418617,00:00:07.429,
6,D20,403649,00:00:07.336,
6,D21,386092,00:00:07.242,
6,D22,444414,00:00:07.147,
6,D23,435699,00:00:07.052,
6,D24,428985,00:00:06.959,
6,E01,450798,00:00:09.284,
6,E02,464675,00:00:09.378,
6,E03,415134,00:00:09.471,
6,E04,485751,00:00:09.566,
6,E05,505459,00:00:09.660,
6,E06,487737,00:00:09.754,
6,E07,457281,00:00:09.850,
6,E08,458232,00:00:09.943,
6,E09,452987,00:00:10.037,
6,E10,485505,00:00:10.131,
6,E11,419605,00:00:10.225,
6,E12,482115,00:00:10.320,
6,E13,466358,00:00:10.414,
6,E14,412356,00:00:10.507,
6,E15,475770,00:00:10.601,
6,E16,486580,00:00:10.694,
6,E17,496637,00:00:10.789,
6,E18,497957,00:00:10.882,
6,E19,467255,00:00:10.976,
6,E20,474505,00:00:11.070,
6,E21,495956,00:00:11.165,
6,E22,462762,00:00:11.258,
6,E23,475947,00:00:11.352,
6,E24,447220,00:00:11.447,
6,F01,405319,00:00:13.765,
6,F02,446579,00:00:13.672,
6,F03,486904,00:00:13.578,
6,F04,450037,00:00:13.484,
6,F05,417558,00:00:13.389,
6,F06,473559,00:00:13.295,
6,F07,466377,00:00:13.202,
6,F08,395115,00:00:13.108,
6,F09,450434,00:00:13.013,
6,F10,433544,00:00:12.920,
6,F11,447636,00:00:12.826,
6,F12,477677,00:00:12.732,
6,F13,463779,00:00:12.638,
6,F14,461574,00:00:12.543,
6,F15,462052,00:00:12.450,
6,F16,454703,00:00:12.356,
6,F17,396649,00:00:12.262,
6,F18,465270,00:00:12.168,
6,F19,425138,00:00:12.074,
6,F20,410116,00:00:11.980,
6,F21,463790,00:00:11.886,
6,F22,410990,00:00:11.791,
6,F23,426985,00:00:11.697,
6,F24,445277,00:00:11.604,
6,G01,460012,00:00:13.925,
6,G02,475209,00:00:14.020,
6,G03,480780,00:00:14.114,
6,G04,493621,00:00:14.207,
6,G05,510772,00:00:14.301,
6,G06,475588,00:00:14.395,
6,G07,475897,00:00:14.489,
6,G08,431503,00:00:14.584,
6,G09,471486,00:00:14.678,
6,G10,385044,00:00:14.772,
6,G11,457550,00:00:14.866,
6,G12,474260,00:00:14.959,
6,G13,470296,00:00:15.053,
6,G14,406523,00:00:15.148,
6,G15,405450,00:00:15.241,
6,G16,410074,00:00:15.336,
6,G17,445552,00:00:15.430,
6,G18,408107,00:00:15.525,
6,G19,436023,00:00:15.618,
6,G20,436991,00:00:15.713,
6,G21,431130,00:00:15.808,
6,G22,441041,00:00:15.902,
6,G23,469029,00:00:15.997,
6,G24,460604,00:00:16.092,
6,H01,451036,00:00:18.414,
6,H02,422900,00:00:18.320,
6,H03,424708,00:00:18.225,
6,H04,399733,00:00:18.131,
6,H05,486517,00:00:18.037,
6,H06,415368,00:00:17.943,
6,H07,398426,00:00:17.849,
6,H08,411667,00:00:17.756,
6,H09,395332,00:00:17.661,
6,H10,383945,00:00:17.567,
6,H11,496022,00:00:17.473,
6,H12,439843,00:00:17.378,
6,H13,462671,00:00:17.283,
6,H14,466032,00:00:17.190,
6,H15,480727,00:00:17.096,
6,H16,451406,00:00:17.003,
6,H17,496717,00:00:16.908,
6,H18,411893,00:00:16.813,
6,H19,448074,00:00:16.719,
6,H20,446855,00:00:16.625,
6,H21,400808,00:00:16.530,
6,H22,400185,00:00:16.437,
6,H23,432520,00:00:16.343,
6,H24,427880,00:00:16.249,
6,I01,464020,00:00:18.571,
6,I02,437278,00:00:18.664,
6,I03,464874,00:00:18.758,
6,I04,488907,00:00:18.852,
6,I05,488886,00:00:18.946,
6,I06,481119,00:00:19.040,
6,I07,472791,00:00:19.134,
6,I08,491203,00:00:19.229,
6,I09,460978,00:00:19.323,
6,I10,491445,00:00:19.417,
6,I11,465175,00:00:19.511,
6,I12,453387,00:00:19.605,
6,I13,483249,00:00:19.699,
6,I14,480148,00:00:19.794,
6,I15,465055,00:00:19.889,
6,I16,487198,00:00:19.984,
6,I17,495202,00:00:20.077,
6,I18,489496,00:00:20.171,
6,I19,482617,00:00:20.265,
6,I20,480006,00:00:20.359,
6,I21,462280,00:00:20.453,
6,I22,456147,00:00:20.547,
6,I23,451596,00:00:20.641,
6,I24,465605,00:00:20.735,
6,J01,460278,00:00:23.052,
6,J02,464117,00:00:22.958,
6,J03,453696,00:00:22.864,
6,J04,457542,00:00:22.771,
6,J05,467935,00:00:22.677,
6,J06,471830,00:00:22.583,
6,J07,458140,00:00:22.489,
6,J08,458571,00:00:22.395,
6,J09,461320,00:00:22.301,
6,J10,452739,00:00:22.208,
6,J11,448554,00:00:22.114,
6,J12,473170,00:00:22.020,
6,J13,448605,00:00:21.926,
6,J14,473839,00:00:21.831,
6,J15,446670,00:00:21.737,
6,J16,443501,00:00:21.642,
6,J17,446642,00:00:21.549,
6,J18,468649,00:00:21.456,
6,J19,393196,00:00:21.362,
6,J20,414449,00:00:21.268,
6,J21,438250,00:00:21.174,
6,J22,429780,00:00:21.080,
6,J23,440906,00:00:20.986,
6,J24,455471,00:00:20.893,
6,K01,460993,00:00:23.209,
6,K02,478990,00:00:23.302,
6,K03,470454,00:00:23.396,
6,K04,480645,00:00:23.490,
6,K05,483730,00:00:23.583,
6,K06,471114,00:00:23.678,
6,K07,439410,00:00:23.772,
6,K08,449924,00:00:23.866,
6,K09,443264,00:00:23.961,
6,K10,468492,00:00:24.055,
6,K11,435711,00:00:24.149,
6,K12,448310,00:00:24.243,
6,K13,449987,00:00:24.336,
6,K14,428722,00:00:24.430,
6,K15,424971,00:00:24.524,
6,K16,446050,00:00:24.618,
6,K17,475839,00:00:24.712,
6,K18,441792,00:00:24.805,
6,K19,432465,00:00:24.900,
6,K20,426900,00:00:24.993,
6,K21,445999,00:00:25.087,
6,K22,427861,00:00:25.181,
6,K23,426204,00:00:25.275,
6,K24,457768,00:00:25.369,
6,L01,417561,00:00:27.693,
6,L02,426906,00:00:27.599,
6,L03,398640,00:00:27.505,
6,L04,418955,00:00:27.411,
6,L05,431537,00:00:27.316,
6,L06,447896,00:00:27.223,
6,L07,422926,00:00:27.128,
6,L08,427125,00:00:27.034,
6,L09,444164,00:00:26.939,
6,L10,440396,00:00:26.845,
6,L11,428275,00:00:26.750,
6,L12,403606,00:00:26.657,
6,L13,443385,00:00:26.564,
6,L14,456102,00:00:26.470,
6,L15,434979,00:00:26.376,
6,L16,446403,00:00:26.282,
6,L17,442465,00:00:26.188,
6,L18,448063,00:00:26.094,
6,L19,423943,00:00:26.001,
6,L20,383476,00:00:25.907,
6,L21,390591,00:00:25.812,
6,L22,398505,00:00:25.718,
6,L23,426727,00:00:25.624,
6,L24,435680,00:00:25.529,
6,M01,476332,00:00:27.850,
6,M02,448260,00:00:27.943,
6,M03,439966,00:00:28.038,
6,M04,439877,00:00:28.132,
6,M05,472958,00:00:28.226,
6,M06,447290,00:00:28.322,
6,M07,431107,00:00:28.415,
6,M08,427843,00:00:28.509,
6,M09,432572,00:00:28.602,
6,M10,440938,00:00:28.696,
6,M11,397247,00:00:28.790,
6,M12,398658,00:00:28.884,
6,M13,434583,00:00:28.978,
6,M14,418453,00:00:29.073,
6,M15,449273,00:00:29.166,
6,M16,413198,00:00:29.261,
6,M17,427384,00:00:29.355,
6,M18,415454,00:00:29.449,
6,M19,408083,00:00:29.543,
6,M20,443934,00:00:29.637,
6,M21,433045,00:00:29.731,
6,M22,437879,00:00:29.824,
6,M23,425693,00:00:29.920,
6,M24,440006,00:00:30.014,
6,N01,406014,00:00:32.334,
6,N02,404007,00:00:32.241,
6,N03,401767,00:00:32.147,
6,N04,403371,00:00:32.054,
6,N05,449597,00:00:31.959,
6,N06,413109,00:00:31.866,
6,N07,413348,00:00:31.772,
6,N08,414725,00:00:31.678,
6,N09,390275,00:00:31.584,
6,N10,406927,00:00:31.490,
6,N11,403023,00:00:31.396,
6,N12,410189,00:00:31.302,
6,N13,429373,00:00:31.208,
6,N14,451175,00:00:31.114,
6,N15,426466,00:00:31.020,
6,N16,434633,00:00:30.925,
6,N17,411719,00:00:30.831,
6,N18,408712,00:00:30.737,
6,N19,390051,00:00:30.644,
6,N20,404914,00:00:30.549,
6,N21,387076,00:00:30.455,
6,N22,417851,00:00:30.361,
6,N23,416099,00:00:30.266,
6,N24,423915,00:00:30.172,
6,O01,434115,00:00:32.494,
6,O02,450089,00:00:32.588,
6,O03,440476,00:00:32.682,
6,O04,468506,00:00:32.777,
6,O05,477524,00:00:32.870,
6,O06,468004,00:00:32.964,
6,O07,430446,00:00:33.059,
6,O08,427751,00:00:33.153,
