Plate information 
Plate,Repeat,Barcode,Measured height,Inside temperature at start,Inside temperature at end,Humidity at start,Humidity at end,Ambient temperature at start,Ambient temperature at end,Measurement date,
1,1,="",14.66,23.64,23.64,57.7,57.6,23.25,23.54,10/2/2023 3:05:57 PM,
2,1,="",14.66,23.64,23.64,57.6,57,23.34,23.44,10/2/2023 3:07:03 PM,
3,1,="",14.66,23.64,23.64,57.3,58.1,23.44,23.34,10/2/2023 3:08:15 PM,
4,1,="",14.66,23.64,23.64,56.8,56.3,23.25,23.54,10/2/2023 3:09:52 PM,
5,1,="",14.66,23.64,23.73,57.3,57.9,23.34,23.25,10/2/2023 3:10:54 PM,
6,1,="",14.66,23.73,23.73,57.6,56.6,23.25,23.25,10/2/2023 3:11:58 PM,
7,1,="",14.66,23.73,23.73,56.8,57.4,23.34,23.25,10/2/2023 3:13:02 PM,
8,1,="",14.66,23.73,23.73,58.1,56.6,23.34,23.25,10/2/2023 3:14:06 PM,
9,1,="",14.66,23.73,23.73,56.6,57.1,23.25,23.34,10/2/2023 3:15:08 PM,


Background information
Plate,Label,Result,Signal,Flashes/Time,Meastime,MeasInfo,
1,new alamar blue,0,1467,1,00:00:00.000,De=1st Ex=Top Em=Top Wdw=N/A (14),
2,new alamar blue,0,1358,1,00:00:00.000,De=1st Ex=Top Em=Top Wdw=N/A (14),
3,new alamar blue,0,1468,1,00:00:00.000,De=1st Ex=Top Em=Top Wdw=N/A (14),
4,new alamar blue,0,1350,1,00:00:00.000,De=1st Ex=Top Em=Top Wdw=N/A (14),
5,new alamar blue,0,1411,1,00:00:00.000,De=1st Ex=Top Em=Top Wdw=N/A (14),
6,new alamar blue,0,1393,1,00:00:00.000,De=1st Ex=Top Em=Top Wdw=N/A (14),
7,new alamar blue,0,1342,1,00:00:00.000,De=1st Ex=Top Em=Top Wdw=N/A (14),
8,new alamar blue,0,1372,1,00:00:00.000,De=1st Ex=Top Em=Top Wdw=N/A (14),
9,new alamar blue,0,1607,1,00:00:00.000,De=1st Ex=Top Em=Top Wdw=N/A (14),

,,PltRpt=1 Group=1 new alamar blue(1) De=1st Ex=Top Em=Top Wdw=N/A (14),,
4,M01,165421,00:00:27.778,
4,M02,174871,00:00:27.871,
4,M03,424893,00:00:27.966,
4,M04,436492,00:00:28.059,
4,M05,399153,00:00:28.154,
4,M06,345811,00:00:28.248,
4,M07,344625,00:00:28.342,
4,M08,344475,00:00:28.435,
4,M09,440303,00:00:28.528,
4,M10,443181,00:00:28.622,
4,M11,124938,00:00:28.716,
4,M12,126716,00:00:28.810,
4,M13,429576,00:00:28.903,
4,M14,444983,00:00:28.997,
4,M15,357245,00:00:29.091,
4,M16,365274,00:00:29.185,
4,M17,410109,00:00:29.279,
4,M18,389352,00:00:29.372,
4,M19,468485,00:00:29.466,
4,M20,454155,00:00:29.560,
4,M21,437523,00:00:29.653,
4,M22,446445,00:00:29.746,
4,M23,440399,00:00:29.840,
4,M24,466733,00:00:29.934,
4,N01,175601,00:00:32.248,
4,N02,171795,00:00:32.155,
4,N03,468774,00:00:32.062,
4,N04,426786,00:00:31.969,
4,N05,386458,00:00:31.875,
4,N06,435247,00:00:31.781,
4,N07,372772,00:00:31.688,
4,N08,463466,00:00:31.594,
4,N09,460130,00:00:31.500,
4,N10,445777,00:00:31.406,
4,N11,131475,00:00:31.313,
4,N12,444009,00:00:31.219,
4,N13,467944,00:00:31.125,
4,N14,454054,00:00:31.031,
4,N15,380038,00:00:30.937,
4,N16,470361,00:00:30.843,
4,N17,385962,00:00:30.749,
4,N18,417974,00:00:30.655,
4,N19,466191,00:00:30.561,
4,N20,455503,00:00:30.467,
4,N21,390685,00:00:30.374,
4,N22,436945,00:00:30.280,
4,N23,469415,00:00:30.185,
4,N24,432450,00:00:30.091,
4,O01,173571,00:00:32.408,
4,O02,152614,00:00:32.502,
4,O03,481217,00:00:32.595,
4,O04,495131,00:00:32.689,
4,O05,437695,00:00:32.783,
4,O06,385357,00:00:32.877,
4,O07,409054,00:00:32.971,
4,O08,398384,00:00:33.065,
4,O09,290236,00:00:33.159,
4,O10,322571,00:00:33.252,
4,O11,324222,00:00:33.346,
4,O12,367701,00:00:33.440,
4,O13,417488,00:00:33.534,
4,O14,417724,00:00:33.628,
4,O15,439936,00:00:33.721,
4,O16,458300,00:00:33.814,
4,O17,457310,00:00:33.908,
4,O18,474050,00:00:34.001,
4,O19,244216,00:00:34.095,
4,O20,322604,00:00:34.189,
4,O21,489450,00:00:34.283,
4,O22,470443,00:00:34.377,
4,O23,447221,00:00:34.470,
4,O24,484981,00:00:34.564,
4,P01,169621,00:00:36.879,
4,P02,185886,00:00:36.785,
4,P03,479717,00:00:36.691,
4,P04,491149,00:00:36.598,
4,P05,451879,00:00:36.504,
4,P06,477288,00:00:36.410,
4,P07,464479,00:00:36.316,
4,P08,468444,00:00:36.222,
4,P09,374592,00:00:36.129,
4,P10,533525,00:00:36.035,
4,P11,414485,00:00:35.941,
4,P12,479002,00:00:35.848,
4,P13,454217,00:00:35.753,
4,P14,488374,00:00:35.658,
4,P15,434237,00:00:35.564,
4,P16,482595,00:00:35.471,
4,P17,523149,00:00:35.377,
4,P18,539576,00:00:35.282,
4,P19,353516,00:00:35.188,
4,P20,419445,00:00:35.095,
4,P21,478582,00:00:35.002,
4,P22,474639,00:00:34.909,
4,P23,461476,00:00:34.815,
4,P24,454000,00:00:34.721,

,,PltRpt=1 Group=1 new alamar blue(1) De=1st Ex=Top Em=Top Wdw=N/A (14),,
Plate,Well,Signal,MeasTime,
5,A01,526838,00:00:00.000,
5,A02,579998,00:00:00.094,
5,A03,497745,00:00:00.187,
5,A04,512605,00:00:00.282,
5,A05,490638,00:00:00.376,
5,A06,540637,00:00:00.469,
5,A07,486384,00:00:00.564,
5,A08,476494,00:00:00.657,
5,A09,502438,00:00:00.750,
5,A10,518348,00:00:00.845,
5,A11,492267,00:00:00.939,
5,A12,470972,00:00:01.033,
5,A13,499616,00:00:01.127,
5,A14,518254,00:00:01.221,
5,A15,531047,00:00:01.316,
5,A16,522487,00:00:01.410,
5,A17,498786,00:00:01.505,
5,A18,570041,00:00:01.599,
5,A19,476344,00:00:01.693,
5,A20,491668,00:00:01.786,
5,A21,545765,00:00:01.880,
5,A22,481049,00:00:01.974,
5,A23,563646,00:00:02.068,
5,A24,535303,00:00:02.162,
5,B01,501944,00:00:04.480,
5,B02,467775,00:00:04.386,
5,B03,487291,00:00:04.293,
5,B04,446263,00:00:04.199,
5,B05,461242,00:00:04.105,
5,B06,475296,00:00:04.011,
5,B07,471942,00:00:03.917,
5,B08,488082,00:00:03.824,
5,B09,500043,00:00:03.730,
5,B10,471295,00:00:03.636,
5,B11,447140,00:00:03.542,
5,B12,442170,00:00:03.447,
5,B13,488999,00:00:03.353,
5,B14,475123,00:00:03.259,
5,B15,484573,00:00:03.165,
5,B16,459734,00:00:03.071,
5,B17,473574,00:00:02.976,
5,B18,462052,00:00:02.883,
5,B19,449627,00:00:02.789,
5,B20,500967,00:00:02.696,
5,B21,479334,00:00:02.602,
5,B22,483161,00:00:02.507,
5,B23,485465,00:00:02.413,
5,B24,517305,00:00:02.320,
5,C01,540307,00:00:04.641,
5,C02,462240,00:00:04.735,
5,C03,456154,00:00:04.830,
5,C04,478639,00:00:04.923,
5,C05,466134,00:00:05.017,
5,C06,464495,00:00:05.112,
5,C07,485885,00:00:05.206,
5,C08,419365,00:00:05.300,
5,C09,480981,00:00:05.395,
5,C10,465299,00:00:05.489,
5,C11,387100,00:00:05.583,
5,C12,473642,00:00:05.677,
5,C13,440172,00:00:05.772,
5,C14,455277,00:00:05.865,
5,C15,483198,00:00:05.960,
5,C16,495297,00:00:06.054,
5,C17,494536,00:00:06.148,
5,C18,462943,00:00:06.242,
5,C19,480880,00:00:06.336,
5,C20,464057,00:00:06.430,
5,C21,493034,00:00:06.525,
5,C22,489038,00:00:06.618,
5,C23,476950,00:00:06.713,
5,C24,512710,00:00:06.808,
5,D01,494087,00:00:09.131,
5,D02,456762,00:00:09.037,
5,D03,486918,00:00:08.943,
5,D04,458481,00:00:08.849,
5,D05,415110,00:00:08.755,
5,D06,391289,00:00:08.660,
5,D07,471767,00:00:08.566,
5,D08,463613,00:00:08.472,
5,D09,414206,00:00:08.377,
5,D10,503508,00:00:08.283,
5,D11,479286,00:00:08.189,
5,D12,438169,00:00:08.095,
5,D13,413973,00:00:08.002,
5,D14,447012,00:00:07.908,
5,D15,486987,00:00:07.813,
5,D16,491096,00:00:07.719,
5,D17,459922,00:00:07.624,
5,D18,463925,00:00:07.530,
5,D19,409826,00:00:07.435,
5,D20,485512,00:00:07.342,
5,D21,491307,00:00:07.248,
5,D22,416900,00:00:07.154,
5,D23,471020,00:00:07.059,
5,D24,507692,00:00:06.965,
5,E01,579913,00:00:09.291,
5,E02,469896,00:00:09.385,
5,E03,487509,00:00:09.478,
5,E04,498444,00:00:09.573,
5,E05,500230,00:00:09.667,
5,E06,478648,00:00:09.761,
5,E07,487872,00:00:09.854,
5,E08,421707,00:00:09.948,
5,E09,431312,00:00:10.042,
5,E10,516765,00:00:10.136,
5,E11,491915,00:00:10.230,
5,E12,438871,00:00:10.325,
5,E13,483766,00:00:10.419,
5,E14,501783,00:00:10.513,
5,E15,497623,00:00:10.607,
5,E16,472314,00:00:10.700,
5,E17,485907,00:00:10.795,
5,E18,504823,00:00:10.888,
5,E19,483797,00:00:10.983,
5,E20,493379,00:00:11.077,
5,E21,465508,00:00:11.171,
5,E22,508467,00:00:11.265,
5,E23,469113,00:00:11.359,
5,E24,513592,00:00:11.453,
5,F01,507560,00:00:13.774,
5,F02,486726,00:00:13.680,
5,F03,451058,00:00:13.587,
5,F04,418605,00:00:13.492,
5,F05,408788,00:00:13.398,
5,F06,424533,00:00:13.304,
5,F07,424031,00:00:13.211,
5,F08,392387,00:00:13.117,
5,F09,420088,00:00:13.022,
5,F10,428431,00:00:12.929,
5,F11,434555,00:00:12.834,
5,F12,406178,00:00:12.740,
5,F13,393674,00:00:12.646,
5,F14,388846,00:00:12.551,
5,F15,431345,00:00:12.458,
5,F16,431871,00:00:12.364,
5,F17,494599,00:00:12.269,
5,F18,413891,00:00:12.175,
5,F19,485360,00:00:12.081,
5,F20,422364,00:00:11.987,
5,F21,456153,00:00:11.893,
5,F22,464503,00:00:11.798,
5,F23,480659,00:00:11.705,
5,F24,516442,00:00:11.611,
5,G01,529949,00:00:13.934,
5,G02,478634,00:00:14.028,
5,G03,513280,00:00:14.123,
5,G04,473185,00:00:14.218,
5,G05,492364,00:00:14.313,
5,G06,457989,00:00:14.407,
5,G07,424156,00:00:14.501,
5,G08,384706,00:00:14.596,
5,G09,390461,00:00:14.689,
5,G10,447446,00:00:14.784,
5,G11,410300,00:00:14.877,
5,G12,400920,00:00:14.971,
5,G13,419922,00:00:15.066,
5,G14,460459,00:00:15.160,
5,G15,419795,00:00:15.253,
5,G16,412852,00:00:15.348,
5,G17,518217,00:00:15.442,
5,G18,496134,00:00:15.537,
5,G19,467580,00:00:15.631,
5,G20,397540,00:00:15.725,
5,G21,468814,00:00:15.820,
5,G22,396125,00:00:15.914,
5,G23,486894,00:00:16.009,
5,G24,516561,00:00:16.104,
5,H01,501894,00:00:18.427,
5,H02,415395,00:00:18.333,
5,H03,480111,00:00:18.238,
5,H04,405249,00:00:18.145,
5,H05,381140,00:00:18.051,
5,H06,366185,00:00:17.956,
5,H07,401643,00:00:17.862,
5,H08,402562,00:00:17.768,
5,H09,394964,00:00:17.673,
5,H10,405364,00:00:17.580,
5,H11,436105,00:00:17.486,
5,H12,377016,00:00:17.390,
5,H13,390518,00:00:17.296,
5,H14,424038,00:00:17.202,
5,H15,410198,00:00:17.109,
5,H16,395500,00:00:17.015,
5,H17,388012,00:00:16.920,
5,H18,441417,00:00:16.825,
5,H19,514913,00:00:16.732,
5,H20,439591,00:00:16.637,
5,H21,390683,00:00:16.543,
5,H22,431507,00:00:16.449,
5,H23,495983,00:00:16.355,
5,H24,514067,00:00:16.261,
5,I01,576690,00:00:18.584,
5,I02,506975,00:00:18.678,
5,I03,474979,00:00:18.773,
5,I04,492450,00:00:18.866,
5,I05,501917,00:00:18.961,
5,I06,509170,00:00:19.054,
5,I07,505454,00:00:19.149,
5,I08,519510,00:00:19.244,
5,I09,452122,00:00:19.338,
5,I10,395728,00:00:19.432,
5,I11,462058,00:00:19.526,
5,I12,404924,00:00:19.620,
5,I13,493297,00:00:19.715,
5,I14,502867,00:00:19.809,
5,I15,517413,00:00:19.903,
5,I16,502637,00:00:19.998,
5,I17,527262,00:00:20.091,
5,I18,510673,00:00:20.185,
5,I19,522294,00:00:20.279,
5,I20,494892,00:00:20.373,
5,I21,496943,00:00:20.467,
5,I22,506782,00:00:20.562,
5,I23,508920,00:00:20.656,
5,I24,534145,00:00:20.750,
5,J01,502789,00:00:23.071,
5,J02,502702,00:00:22.977,
5,J03,442648,00:00:22.883,
5,J04,361277,00:00:22.789,
5,J05,418467,00:00:22.695,
5,J06,414499,00:00:22.601,
5,J07,517777,00:00:22.507,
5,J08,500015,00:00:22.413,
5,J09,457289,00:00:22.319,
5,J10,442460,00:00:22.226,
5,J11,423988,00:00:22.132,
5,J12,470334,00:00:22.038,
5,J13,422297,00:00:21.944,
5,J14,423762,00:00:21.849,
5,J15,468907,00:00:21.755,
5,J16,493807,00:00:21.660,
5,J17,521148,00:00:21.567,
5,J18,504067,00:00:21.473,
5,J19,471324,00:00:21.379,
5,J20,521561,00:00:21.285,
5,J21,502842,00:00:21.191,
5,J22,470003,00:00:21.097,
5,J23,478489,00:00:21.002,
5,J24,493052,00:00:20.908,
5,K01,488400,00:00:23.228,
5,K02,462418,00:00:23.322,
5,K03,475818,00:00:23.415,
5,K04,496588,00:00:23.510,
5,K05,517127,00:00:23.603,
5,K06,534130,00:00:23.698,
5,K07,529730,00:00:23.792,
5,K08,517315,00:00:23.886,
5,K09,418314,00:00:23.981,
5,K10,447358,00:00:24.075,
5,K11,423521,00:00:24.169,
5,K12,404339,00:00:24.263,
5,K13,501924,00:00:24.357,
5,K14,477188,00:00:24.450,
5,K15,480561,00:00:24.544,
5,K16,537641,00:00:24.638,
5,K17,433331,00:00:24.733,
5,K18,521030,00:00:24.827,
5,K19,492512,00:00:24.921,
5,K20,510573,00:00:25.015,
5,K21,507358,00:00:25.109,
5,K22,494288,00:00:25.204,
5,K23,487988,00:00:25.297,
5,K24,535088,00:00:25.392,
5,L01,522793,00:00:27.717,
5,L02,441692,00:00:27.623,
5,L03,470083,00:00:27.529,
5,L04,392221,00:00:27.435,
5,L05,413664,00:00:27.340,
5,L06,463898,00:00:27.247,
5,L07,415991,00:00:27.152,
5,L08,410158,00:00:27.058,
5,L09,468248,00:00:26.964,
5,L10,420079,00:00:26.869,
5,L11,455369,00:00:26.774,
5,L12,454773,00:00:26.681,
5,L13,466921,00:00:26.587,
5,L14,497752,00:00:26.494,
5,L15,418060,00:00:26.399,
5,L16,412396,00:00:26.305,
5,L17,459278,00:00:26.212,
5,L18,514249,00:00:26.117,
5,L19,498166,00:00:26.024,
5,L20,469541,00:00:25.929,
5,L21,487151,00:00:25.835,
5,L22,453758,00:00:25.741,
5,L23,476420,00:00:25.646,
5,L24,499966,00:00:25.552,
5,M01,574227,00:00:27.874,
5,M02,467349,00:00:27.968,
5,M03,484126,00:00:28.063,
5,M04,603485,00:00:28.157,
5,M05,487609,00:00:28.251,
5,M06,485493,00:00:28.346,
5,M07,510639,00:00:28.440,
5,M08,505145,00:00:28.534,
5,M09,508906,00:00:28.627,
5,M10,496694,00:00:28.721,
5,M11,561397,00:00:28.815,
5,M12,491083,00:00:28.910,
5,M13,487525,00:00:29.004,
5,M14,488487,00:00:29.098,
5,M15,513662,00:00:29.192,
5,M16,504314,00:00:29.286,
5,M17,544176,00:00:29.381,
5,M18,553476,00:00:29.475,
5,M19,498225,00:00:29.569,
5,M20,395969,00:00:29.663,
5,M21,454962,00:00:29.756,
5,M22,498729,00:00:29.850,
5,M23,495603,00:00:29.944,
5,M24,522526,00:00:30.039,
5,N01,492087,00:00:32.361,
5,N02,509055,00:00:32.267,
5,N03,470112,00:00:32.174,
5,N04,490780,00:00:32.080,
5,N05,498441,00:00:31.986,
5,N06,508819,00:00:31.892,
5,N07,467357,00:00:31.798,
5,N08,433430,00:00:31.704,
5,N09,481701,00:00:31.610,
5,N10,442988,00:00:31.516,
5,N11,518606,00:00:31.422,
5,N12,461761,00:00:31.327,
5,N13,491604,00:00:31.233,
5,N14,512762,00:00:31.139,
5,N15,505563,00:00:31.045,
5,N16,513323,00:00:30.950,
5,N17,529493,00:00:30.856,
5,N18,495274,00:00:30.762,
5,N19,474275,00:00:30.668,
5,N20,470166,00:00:30.573,
5,N21,480329,00:00:30.480,
5,N22,512351,00:00:30.386,
5,N23,486726,00:00:30.290,
5,N24,461100,00:00:30.196,
5,O01,491446,00:00:32.521,
5,O02,457462,00:00:32.615,
5,O03,575905,00:00:32.709,
5,O04,589059,00:00:32.803,
5,O05,509977,00:00:32.897,
5,O06,566927,00:00:32.992,
5,O07,512586,00:00:33.086,
5,O08,497638,00:00:33.180,
5,O09,559591,00:00:33.274,
5,O10,488279,00:00:33.368,
5,O11,525332,00:00:33.462,
5,O12,468626,00:00:33.556,
5,O13,502987,00:00:33.650,
5,O14,505671,00:00:33.745,
5,O15,524082,00:00:33.838,
5,O16,566986,00:00:33.932,
5,O17,508340,00:00:34.025,
5,O18,512416,00:00:34.119,
5,O19,492121,00:00:34.213,
5,O20,481164,00:00:34.308,
5,O21,467452,00:00:34.401,
5,O22,550267,00:00:34.496,
5,O23,576813,00:00:34.590,
5,O24,557708,00:00:34.683,
5,P01,480256,00:00:37.005,
5,P02,491455,00:00:36.911,
5,P03,497213,00:00:36.817,
5,P04,497393,00:00:36.723,
5,P05,518485,00:00:36.628,
5,P06,564621,00:00:36.534,
5,P07,552509,00:00:36.440,
5,P08,519999,00:00:36.346,
5,P09,477065,00:00:36.253,
5,P10,555121,00:00:36.158,
5,P11,477881,00:00:36.064,
5,P12,508641,00:00:35.970,
5,P13,520303,00:00:35.876,
5,P14,480647,00:00:35.781,
5,P15,571706,00:00:35.687,
5,P16,508795,00:00:35.594,
5,P17,574647,00:00:35.500,
5,P18,595001,00:00:35.404,
5,P19,536159,00:00:35.310,
5,P20,607254,00:00:35.217,
5,P21,476596,00:00:35.123,
5,P22,547194,00:00:35.029,
5,P23,501551,00:00:34.935,
5,P24,487062,00:00:34.841,

,,PltRpt=1 Group=1 new alamar blue(1) De=1st Ex=Top Em=Top Wdw=N/A (14),,
Plate,Well,Signal,MeasTime,
6,A01,589117,00:00:00.000,
6,A02,496234,00:00:00.094,
6,A03,494251,00:00:00.187,
6,A04,516156,00:00:00.281,
6,A05,542611,00:00:00.375,
6,A06,525610,00:00:00.468,
6,A07,506296,00:00:00.563,
6,A08,500606,00:00:00.656,
6,A09,527426,00:00:00.749,
6,A10,583456,00:00:00.843,
6,A11,561326,00:00:00.936,
6,A12,475344,00:00:01.031,
6,A13,560741,00:00:01.124,
6,A14,535378,00:00:01.219,
6,A15,535852,00:00:01.313,
6,A16,571484,00:00:01.407,
6,A17,584809,00:00:01.501,
6,A18,543982,00:00:01.595,
6,A19,586043,00:00:01.689,
6,A20,521626,00:00:01.782,
6,A21,604633,00:00:01.875,
6,A22,531333,00:00:01.969,
6,A23,555195,00:00:02.063,
6,A24,511364,00:00:02.157,
6,B01,552665,00:00:04.469,
6,B02,590880,00:00:04.375,
6,B03,497874,00:00:04.282,
6,B04,512527,00:00:04.189,
6,B05,515836,00:00:04.095,
6,B06,493011,00:00:04.001,
6,B07,526588,00:00:03.907,
6,B08,511070,00:00:03.813,
6,B09,513837,00:00:03.720,
6,B10,540558,00:00:03.627,
6,B11,506474,00:00:03.533,
6,B12,500640,00:00:03.438,
6,B13,508282,00:00:03.345,
6,B14,606931,00:00:03.251,
6,B15,520618,00:00:03.157,
6,B16,507642,00:00:03.063,
6,B17,545934,00:00:02.969,
6,B18,520383,00:00:02.875,
6,B19,493996,00:00:02.782,
6,B20,482757,00:00:02.689,
6,B21,496946,00:00:02.595,
6,B22,485036,00:00:02.501,
6,B23,501336,00:00:02.408,
6,B24,575427,00:00:02.314,
6,C01,538958,00:00:04.630,
6,C02,507742,00:00:04.724,
6,C03,480322,00:00:04.818,
6,C04,493280,00:00:04.911,
6,C05,473881,00:00:05.004,
6,C06,450969,00:00:05.099,
6,C07,468364,00:00:05.193,
6,C08,445865,00:00:05.287,
6,C09,443907,00:00:05.381,
6,C10,453268,00:00:05.475,
6,C11,433517,00:00:05.568,
6,C12,449696,00:00:05.662,
6,C13,461961,00:00:05.756,
6,C14,443851,00:00:05.850,
6,C15,482771,00:00:05.944,
6,C16,474919,00:00:06.038,
6,C17,484127,00:00:06.131,
6,C18,486386,00:00:06.226,
6,C19,485431,00:00:06.320,
6,C20,463753,00:00:06.413,
6,C21,460630,00:00:06.507,
6,C22,501809,00:00:06.601,
6,C23,504868,00:00:06.696,
6,C24,543851,00:00:06.790,
6,D01,608891,00:00:09.106,
6,D02,470702,00:00:09.013,
6,D03,449975,00:00:08.919,
6,D04,486046,00:00:08.825,
6,D05,455531,00:00:08.731,
6,D06,480228,00:00:08.637,
6,D07,447734,00:00:08.543,
6,D08,459459,00:00:08.449,
6,D09,455666,00:00:08.355,
6,D10,466156,00:00:08.260,
6,D11,476223,00:00:08.167,
6,D12,504908,00:00:08.074,
6,D13,455690,00:00:07.981,
6,D14,478322,00:00:07.886,
6,D15,495772,00:00:07.792,
6,D16,470936,00:00:07.698,
6,D17,482312,00:00:07.604,
6,D18,477525,00:00:07.510,
6,D19,431776,00:00:07.416,
6,D20,468975,00:00:07.323,
6,D21,487143,00:00:07.229,
6,D22,425370,00:00:07.134,
6,D23,490893,00:00:07.040,
6,D24,527305,00:00:06.946,
6,E01,535222,00:00:09.266,
6,E02,436602,00:00:09.359,
6,E03,474385,00:00:09.452,
6,E04,468314,00:00:09.547,
6,E05,470161,00:00:09.641,
6,E06,472195,00:00:09.734,
6,E07,470263,00:00:09.827,
6,E08,460096,00:00:09.920,
6,E09,463738,00:00:10.014,
6,E10,453972,00:00:10.108,
6,E11,467962,00:00:10.202,
6,E12,441554,00:00:10.296,
6,E13,452888,00:00:10.390,
6,E14,451214,00:00:10.484,
6,E15,454573,00:00:10.577,
6,E16,463502,00:00:10.670,
6,E17,469915,00:00:10.764,
6,E18,484139,00:00:10.857,
6,E19,483857,00:00:10.951,
6,E20,507313,00:00:11.045,
6,E21,505341,00:00:11.139,
6,E22,472359,00:00:11.233,
6,E23,462726,00:00:11.326,
6,E24,521709,00:00:11.420,
6,F01,564459,00:00:13.735,
6,F02,499182,00:00:13.641,
6,F03,467577,00:00:13.548,
6,F04,476623,00:00:13.454,
6,F05,486845,00:00:13.359,
6,F06,455264,00:00:13.266,
6,F07,457900,00:00:13.173,
6,F08,456846,00:00:13.079,
6,F09,465262,00:00:12.985,
6,F10,462418,00:00:12.892,
6,F11,505829,00:00:12.798,
6,F12,484274,00:00:12.704,
6,F13,438348,00:00:12.610,
6,F14,479729,00:00:12.516,
6,F15,464118,00:00:12.422,
6,F16,450284,00:00:12.329,
6,F17,443725,00:00:12.234,
6,F18,481575,00:00:12.141,
6,F19,457882,00:00:12.047,
6,F20,449260,00:00:11.952,
6,F21,466576,00:00:11.859,
6,F22,483326,00:00:11.764,
6,F23,486666,00:00:11.671,
6,F24,525145,00:00:11.578,
6,G01,539332,00:00:13.895,
6,G02,529799,00:00:13.989,
6,G03,456376,00:00:14.083,
6,G04,498670,00:00:14.177,
6,G05,465872,00:00:14.271,
6,G06,476240,00:00:14.365,
6,G07,462309,00:00:14.459,
6,G08,454478,00:00:14.553,
6,G09,439198,00:00:14.646,
6,G10,447622,00:00:14.741,
6,G11,426663,00:00:14.834,
6,G12,439663,00:00:14.928,
6,G13,452231,00:00:15.022,
6,G14,478108,00:00:15.116,
6,G15,485902,00:00:15.209,
6,G16,463193,00:00:15.303,
6,G17,463514,00:00:15.397,
6,G18,441384,00:00:15.492,
6,G19,493585,00:00:15.586,
6,G20,473761,00:00:15.680,
6,G21,446416,00:00:15.775,
6,G22,510796,00:00:15.869,
6,G23,488441,00:00:15.963,
6,G24,529374,00:00:16.057,
6,H01,534539,00:00:18.375,
6,H02,501589,00:00:18.282,
6,H03,464125,00:00:18.187,
6,H04,460384,00:00:18.093,
6,H05,438995,00:00:18.000,
6,H06,452040,00:00:17.906,
6,H07,471786,00:00:17.812,
6,H08,468774,00:00:17.718,
6,H09,483510,00:00:17.624,
6,H10,453615,00:00:17.530,
6,H11,472710,00:00:17.437,
6,H12,474802,00:00:17.341,
6,H13,476740,00:00:17.247,
6,H14,489213,00:00:17.154,
6,H15,467276,00:00:17.060,
6,H16,472859,00:00:16.967,
6,H17,475433,00:00:16.872,
6,H18,482460,00:00:16.778,
6,H19,455963,00:00:16.684,
6,H20,452362,00:00:16.590,
6,H21,457191,00:00:16.495,
6,H22,436950,00:00:16.402,
6,H23,485999,00:00:16.309,
6,H24,506494,00:00:16.214,
6,I01,554124,00:00:18.532,
6,I02,499086,00:00:18.626,
6,I03,498413,00:00:18.720,
6,I04,481930,00:00:18.813,
6,I05,483164,00:00:18.907,
6,I06,466222,00:00:19.000,
6,I07,473167,00:00:19.094,
6,I08,422369,00:00:19.189,
6,I09,428049,00:00:19.283,
6,I10,450900,00:00:19.377,
6,I11,434440,00:00:19.471,
6,I12,427473,00:00:19.565,
6,I13,446250,00:00:19.659,
6,I14,465064,00:00:19.753,
6,I15,465479,00:00:19.847,
6,I16,467606,00:00:19.941,
6,I17,439642,00:00:20.034,
6,I18,477984,00:00:20.128,
6,I19,454208,00:00:20.222,
6,I20,454919,00:00:20.315,
6,I21,454985,00:00:20.409,
6,I22,496542,00:00:20.503,
6,I23,501685,00:00:20.597,
6,I24,574129,00:00:20.691,
6,J01,577325,00:00:23.006,
6,J02,503212,00:00:22.912,
6,J03,488431,00:00:22.818,
6,J04,494495,00:00:22.725,
6,J05,458812,00:00:22.632,
6,J06,457103,00:00:22.538,
6,J07,463991,00:00:22.444,
6,J08,454449,00:00:22.350,
6,J09,449951,00:00:22.256,
6,J10,460482,00:00:22.163,
6,J11,455826,00:00:22.069,
6,J12,457837,00:00:21.975,
6,J13,437929,00:00:21.881,
6,J14,455381,00:00:21.787,
6,J15,427887,00:00:21.693,
6,J16,457364,00:00:21.598,
6,J17,484236,00:00:21.505,
6,J18,454865,00:00:21.412,
6,J19,448178,00:00:21.319,
6,J20,441869,00:00:21.224,
6,J21,449114,00:00:21.130,
6,J22,462764,00:00:21.036,
6,J23,472172,00:00:20.942,
6,J24,566613,00:00:20.849,
6,K01,588579,00:00:23.163,
6,K02,515966,00:00:23.256,
6,K03,467525,00:00:23.350,
6,K04,468051,00:00:23.444,
6,K05,451401,00:00:23.537,
6,K06,476255,00:00:23.632,
6,K07,456820,00:00:23.725,
6,K08,474516,00:00:23.819,
6,K09,447301,00:00:23.913,
6,K10,421121,00:00:24.008,
6,K11,466175,00:00:24.102,
6,K12,434951,00:00:24.195,
6,K13,454094,00:00:24.288,
6,K14,434960,00:00:24.382,
6,K15,441187,00:00:24.475,
6,K16,457891,00:00:24.569,
6,K17,482914,00:00:24.663,
6,K18,462235,00:00:24.757,
6,K19,476580,00:00:24.851,
6,K20,470819,00:00:24.945,
6,K21,477708,00:00:25.039,
6,K22,476161,00:00:25.133,
6,K23,506736,00:00:25.227,
6,K24,550601,00:00:25.321,
6,L01,545590,00:00:27.641,
6,L02,495663,00:00:27.547,
6,L03,460140,00:00:27.453,
6,L04,469025,00:00:27.359,
6,L05,474922,00:00:27.265,
6,L06,442157,00:00:27.172,
6,L07,450659,00:00:27.077,
